0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11,0.0050234958,0.995740138,0.8235603995,0.1541984589,0.7121906965,0.8792020315,0.3815219062,0.2693790146,0.9509548238,0.3752778815,0.1223532027,0.0704176892,0.1074299272,0.0855530226,0.8247702164,0.21753059,0.7691951431,0.0373623571,0.6331714154,0.9862986812,0.7434082702,0.5299230143,0.420140977,0.8362636552,0.0968449563,0.6264949129,0.9560805927,0.0584312649,0.0277271839,0.9686913518,0.684475441,0.0327506796,0.9644314898,0.5080358405,0.1869491385,0.6766221863,0.3872378725,0.5684710452,0.9460012014,0.3381926962,0.9437489267,0.0683544041,0.4086103858,0.051178854,0.1539074266,0.2333806022,0.268709444,0.9231025698,0.2707429593,0.9018808599,0.909401251,0.01415123,0.4318038742,0.329542228,0.8504148852,0.528648831,0.9560371409,0.8064954784,0.5870800959,0.9837643248,0.7751868302,0.2715555374,0.0165150049,0.73961832,0.7795913778,0.2034641434,0.4162405063,0.1668292503,0.7719351887,0.3622417077,0.505021947,0.7156841159,0.4305961118,0.9136323328,0.7668629698,0.5845035384,0.147012935,0.0355724143,0.5076061087,0.4177558948,0.9374532741,0.4170073597,0.4319071248,0.3692571484,0.7465495882,0.28232201,0.8979059793,0.7025867291,0.0888174884,0.4849860757,0.6863510543,0.8640043186,0.756541613,0.7028660593,0.6036226386,0.5361329908,0.9063302027,0.0198631454,0.7029622416,0.6782653918
12,0.2079841886,0.3939495077,0.8127009654,0.1216165214,0.1608124776,0.3972045039,0.2686294564,0.1963848919,0.9048106126,0.6863853512,0.133838166,0.3218179727,0.1182924761,0.5030953148,0.0683675609,0.4006144865,0.4010012941,0.7709542899,0.4894319749,0.8859873698,0.4573053443,0.353436294,0.6425289828,0.1601714035,0.9570589326,0.1786619741,0.0665016067,0.9769220781,0.8816242157,0.7447669986,0.3590269317,0.0896084043,0.1387165063,0.1717278971,0.2112249257,0.2995289839,0.568932401,0.4798543821,0.4959138762,0.473743014,0.1662397338,0.6297520422,0.7955609867,0.2845322099,0.1328473571,0.8639285476,0.6851466964,0.5338486517,0.6348828375,0.1745786718,0.4198360215,0.0921881823,0.5280149658,0.0623650048,0.2523595858,0.4850738985,0.2410269789,0.3188611926,0.461995977,0.1226511947,0.0636281911,0.8210229087,0.212259599,0.2023446974,0.9927508058,0.4234845247,0.5018736818,0.5616832068,0.9033389068,0.997787558,0.0354262209,0.0695786406,0.6275396002,0.8309872076,0.354110851,0.7603869578,0.6949157552,0.0392575474,0.2942356095,0.3297985932,0.2138362192,0.714071631,0.4219867755,0.741851185,0.7764366358,0.6743463613,0.2269250839,0.0174636147,0.9932075543,0.6889210609,0.1401148094,0.0568357455,0.5099439695,0.3523744084,0.2591804434,0.5026947754,0.7758589331,0.7610541251,0.0643779822,0.6791978404
13,0.0998042035,0.748776481,0.3863812834,0.9307914111,0.102887332,0.1467682412,0.6257071667,0.1421448798,0.4410038507,0.9555057599,0.355981099,0.1550754821,0.3774925354,0.0978322844,0.9315121179,0.0518388967,0.3247573683,0.948975733,0.045046451,0.0136784292,0.0890905424,0.101882197,0.5236223987,0.4414649513,0.3610626403,0.0263171741,0.2173238844,0.1221167655,0.0906951563,0.8965217248,0.8809584486,0.1904993597,0.6452982062,0.267339732,0.1212907713,0.7481855382,0.4141079737,0.746997938,0.890330418,0.8551118243,0.7025036979,0.2463115174,0.0101873064,0.0799962333,0.3441438018,0.9416994248,0.13183513,0.6689011701,0.8906751578,0.1768815815,0.6825795993,0.9797657002,0.2787637785,0.2062019981,0.4212306514,0.6398264188,0.2325191721,0.6385545363,0.7619431843,0.3232143284,0.535076261,0.6429016329,0.5137136886,0.1803744673,0.910241365,0.6350044599,0.928560006,0.3243493387,0.3820023979,0.818890424,0.1794611635,0.0845060959,0.0652019414,0.1896484699,0.1645023292,0.4093457432,0.1313478947,0.2963374592,0.0782469134,0.0220230524,0.4732190408,0.7608265127,0.0017887531,0.7519828193,0.9670285108,0.4230194045,0.3918092381,0.1995476829,0.0615739408,0.1537524224,0.5227620117,0.5966502023,0.7966540554,0.0364757003,0.7770246696,0.7068954208,0.6714801602,0.7055846755,0.0312447594,0.0534825581
14,0.2107059229,0.137988654,0.5896770414,0.4003543933,0.3024909832,0.9990227851,0.531702288,0.5988284424,0.0772696985,0.5537253409,0.0720474836,0.8380962117,0.555514094,0.8240303029,0.8051247224,0.9785334985,0.2158395415,0.0046724058,0.0401074397,0.3695919639,0.5274344175,0.636757642,0.1662460198,0.5639101178,0.4137823116,0.8731414406,0.235390278,0.1193669876,0.9043862,0.2888728362,0.6438420876,0.1150921234,0.4268614901,0.233519129,0.5154465167,0.7293524733,0.2325419141,0.0471488046,0.3281809157,0.3098116131,0.6008741455,0.4002283993,0.1479078247,0.1563882395,0.2242587027,0.9530325471,0.1349217384,0.4400982442,0.9577049529,0.1750291781,0.8096902082,0.4851393704,0.8117868202,0.9759362279,0.0490494883,0.2255691318,0.8490776685,0.2844397663,0.3449361194,0.753463869,0.5733126025,0.988778207,0.8685559924,0.0001740926,0.2222973364,0.3840025091,0.7295265659,0.4548392505,0.4311513137,0.057707482,0.7646508636,0.0320254597,0.4579358813,0.9125586883,0.1884136992,0.682194584,0.8655912359,0.3233354376,0.1222928283,0.8232961888,0.4983646157,0.9319830369,0.3084355597,0.3101514359,0.9079192649,0.357485048,0.5357205682,0.7569969338,0.6419248148,0.8806566875,0.5104608028,0.2152374173,0.869434895,0.3790167952,0.2154115103,0.0917322314,0.7630193043,0.9449380762,0.546571482,0.194170618
15,0.311222346,0.2261960777,0.46058144,0.2237810344,0.4146097773,0.1427760241,0.0893722703,0.7379452148,0.2650688528,0.9126684596,0.236309831,0.1970518897,0.2211040193,0.5464612669,0.1049711546,0.5785890673,0.0821818351,0.8619680884,0.2205138821,0.9628385231,0.3724288912,0.4357512998,0.8322734181,0.7514456864,0.6511628102,0.9240056495,0.5144649907,0.5961008864,0.4705771315,0.7086356091,0.598746445,0.7817994775,0.9348316868,0.059327885,0.0055805123,0.3494414641,0.2021039091,0.0949527826,0.0873866794,0.4671727619,0.0076212422,0.3236965104,0.6642246516,0.2287252615,0.8701577773,0.7691958067,0.8073143293,0.9523396129,0.6311638951,0.0278282114,0.915178136,0.0035927868,0.4635795113,0.7474515541,0.7550384733,0.1147423214,0.6714572036,0.2695034645,0.7108432082,0.1420343351,0.9781390736,0.3095896533,0.9238338131,0.9129707604,0.3689175383,0.9294143254,0.2624122249,0.5710214474,0.024367108,0.3497989043,0.0381942098,0.0319883507,0.6734954147,0.7024188614,0.2607136122,0.543653192,0.4716146681,0.0680279415,0.4959928049,0.1027785637,0.0958561534,0.4111709408,0.1063713506,0.5594356647,0.1586224949,0.8614098239,0.6741779866,0.8300796985,0.1309132883,0.3850211948,0.972114034,0.1090523619,0.6946108481,0.895947847,0.0220231228,0.0635283864,0.8253621724,0.2844353477,0.6345498338,0.8497292805
16,0.6727440436,0.8817176311,0.3077296666,0.3751629055,0.1424312438,0.8513828586,0.8467775737,0.2104591853,0.3473756639,0.9495561374,0.3063153387,0.7585466048,0.055927488,0.8657510038,0.9171691001,0.9173373124,0.5399289904,0.7472487986,0.0482506007,0.9249501852,0.7193628326,0.1573029631,0.6195610333,0.6153106797,0.1793260858,0.6830894197,0.4406728521,0.4637614335,0.3176392536,0.290402133,0.0979956854,0.9903832977,0.1721197641,0.405725352,0.3655462032,0.3145510079,0.2571082106,0.2123237769,0.5250101937,0.6044838745,0.1618799148,0.8313255324,0.3630304798,0.2178074028,0.6970765362,0.2801995799,0.1351447152,0.2370055267,0.0274483785,0.1833953164,0.1619557119,0.7468112116,0.3406982794,0.7815167452,0.3621218912,0.5200243653,0.464606165,0.8027947438,0.9837857988,0.782245419,0.0931968768,0.0817814842,0.7726287167,0.265316641,0.4875068362,0.1381749199,0.5798676494,0.7446150468,0.3504986968,0.1048778431,0.3490989218,0.5123786116,0.9362033755,0.7121294015,0.7301860149,0.6332799122,0.9923289814,0.8653307301,0.8702854388,0.0197773599,0.0487260465,0.0322411512,0.7665885715,0.3894243259,0.8137578964,0.1287104632,0.9094486912,0.2783640618,0.931505207,0.89323449,0.0606094808,0.0247020838,0.9750159741,0.8332381975,0.2900187247,0.4625228103,0.9714131174,0.8698863741,0.2071378576,0.3219118142
17,0.5562367793,0.8342904262,0.9109675931,0.2683661808,0.5644764411,0.5442475053,0.2606951622,0.4298071712,0.4145329441,0.2804725221,0.4785332181,0.4467740953,0.0470610941,0.867957544,0.2605319922,0.1757715573,0.7774062357,0.538896054,0.1072767642,0.6706407256,0.5995055349,0.131978848,0.6456567002,0.4327437324,0.4219975728,0.1081795106,0.4041568497,0.2918839473,0.3153173681,0.7260686639,0.2666481645,0.8715541475,0.5603590901,0.1776157576,0.1399203283,0.1248355312,0.7218632628,0.4006154905,0.5546427029,0.1363962074,0.6810880131,0.0331759211,0.5831703027,0.7281491072,0.9011334651,0.8437022949,0.9039206645,0.6785397008,0.3825983489,0.0111974287,0.3491804269,0.9821038838,0.1431762767,0.9948371272,0.4148476161,0.5651738495,0.1030166377,0.8190044658,0.8570577968,0.4183340063,0.5450731302,0.1237059617,0.2898881538,0.1054322203,0.3013217193,0.4298084825,0.230267752,0.0231849826,0.830423973,0.7849104549,0.15958119,0.5115119861,0.8180863759,0.7427514927,0.2396610933,0.7192198411,0.586453788,0.1435817578,0.3977595423,0.9690521369,0.1547791865,0.7469399692,0.9511560211,0.2979554632,0.7417770964,0.3660036372,0.8631293131,0.8447937341,0.1850081035,0.7201871099,0.2631277405,0.7300812337,0.8438930716,0.5530158947,0.8355134539,0.1452147914,0.9828243772,0.0657812059,0.168399774,0.8132483503
18,0.327980964,0.3247603369,0.6687780367,0.0707324566,0.5644214302,0.3879978782,0.6571862446,0.7080031885,0.7857574206,0.626238382,0.862782375,0.5326973898,0.5773944031,0.1607378386,0.2744744862,0.9433980403,0.0238671517,0.1192682204,0.1284061437,0.7440542616,0.3823959613,0.8584873774,0.5879473337,0.935411856,0.6940008318,0.7331621251,0.9182362333,0.7597820377,0.9015618991,0.7314845836,0.6104736989,0.2295428631,0.0562449205,0.2792517357,0.3002753197,0.6206663512,0.6672496139,0.9574615648,0.3286695397,0.4530070345,0.5836999468,0.1914519146,0.9857044243,0.1610943498,0.3521897532,0.2601789106,0.1044923901,0.3760569049,0.3794471314,0.2328985343,0.120111167,0.7618430927,0.0913859117,0.7080585007,0.6972549488,0.7853867435,0.4412206258,0.6154911821,0.5451687817,0.3427825249,0.3469757657,0.1556424806,0.572325388,0.4032206866,0.4348942162,0.8726007077,0.0238870378,0.1021438306,0.8300622725,0.3525565774,0.5551508651,0.4137622193,0.544008492,0.5408552899,0.5748565691,0.8961982457,0.8010342005,0.6793489596,0.2722551506,0.1804813319,0.9122474939,0.3923663176,0.9423244246,0.0036334055,0.1004248182,0.6395793734,0.7890201495,0.541645444,0.2550705555,0.3341889312,0.8844279689,0.6020463216,0.4898314117,0.4567533568,0.0052670082,0.924725628,0.329354065,0.029154046,0.0268694586,0.1594163375
19,0.5820203242,0.5731785572,0.9257191154,0.1228756141,0.1480351263,0.8219173611,0.9239098146,0.8273840859,0.0941725122,0.1043911469,0.7396315797,0.4865388297,0.0467155715,0.7432649857,0.5869636484,0.6862949454,0.5322851352,0.1286090924,0.9413655009,0.8664740664,0.0130370618,0.5434118225,0.3563054781,0.4697904186,0.5486788307,0.2810311061,0.7991444836,0.5778328767,0.3079005652,0.9585608216,0.9595435001,0.8899208894,0.5317393788,0.885262616,0.0127965035,0.6797745051,0.7071799771,0.9367063181,0.5071585914,0.8013524893,0.041097465,0.2467901711,0.2878913195,0.087813037,0.9900551569,0.8748549679,0.7741079824,0.5223402921,0.0034640604,0.7154734833,0.3888143585,0.0165011222,0.2588853063,0.7451198366,0.4862915413,0.807564137,0.0261509432,0.2854360249,0.3853970142,0.3340515085,0.2439968465,0.3449405143,0.2239723979,0.7757362253,0.2302031303,0.2367689013,0.4555107309,0.9373831078,0.1734752194,0.9626693223,0.7387355971,0.2145726848,0.2094594934,0.0266269166,0.3023857218,0.1995146507,0.9014818845,0.0764937042,0.7218549429,0.9049459454,0.7919671875,0.1106693018,0.9214470675,0.0508524938,0.8557891385,0.4077386088,0.8584166314,0.8819400817,0.6931746341,0.2438136456,0.2159915902,0.9371714806,0.5887541599,0.439963988,0.7129077064,0.8189572906,0.6767328894,0.1684184372,0.7563403985,0.8502081092
20,0.4950759956,0.0647807941,0.3405472529,0.5217029126,0.3671665159,0.5400619037,0.4231847972,0.4436602201,0.261916847,0.3281307425,0.2356274077,0.3725861488,0.2495778105,0.286479902,0.2283752873,0.6573164193,0.1448965333,0.1103153694,0.3504910534,0.3887101789,0.3263069596,0.2876625345,0.9774643388,0.7662709481,0.0005702409,0.7964216294,0.4430038375,0.1689886781,0.5527620278,0.2932119467,0.3000764376,0.0478380239,0.3579927408,0.6406236906,0.5695409365,0.7251592567,0.1806855947,0.9927257337,0.1688194769,0.4426024416,0.3208564767,0.404446885,0.8151885904,0.5704342872,0.690926787,0.0435638777,0.2277507065,0.8358233203,0.1538792471,0.5782417604,0.2245334992,0.4801862072,0.8659042949,0.201997838,0.2464571553,0.8664745358,0.9984194678,0.6894609928,0.0354632139,0.5511814957,0.98267294,0.3355396516,0.5990195195,0.3406656808,0.9761633421,0.168560456,0.065824938,0.1568489368,0.1612861902,0.2346444149,0.5994513785,0.4821426668,0.6390912998,0.4146399689,0.052576954,0.3300180868,0.4582038471,0.2803276605,0.1658414071,0.6120830942,0.8585694209,0.3903749064,0.0922693014,0.7244737158,0.5923727448,0.3387264567,0.5909482515,0.5907922126,0.02818745,0.6264114655,0.1419737083,0.01086039,0.961951117,0.7409932283,0.3515260709,0.9381144596,0.9095536843,0.4173510089,0.0949633964,0.0708398744
21,0.6944147754,0.5529825413,0.291086724,0.1090547442,0.6055594953,0.6211048113,0.5672585913,0.8858871562,0.7869462185,0.179341686,0.7444565771,0.1773211253,0.2716109874,0.4689302933,0.7696938701,0.6103374446,0.0598785449,0.3604860827,0.6385248946,0.6862900108,0.502459791,0.6493852846,0.6482411278,0.2434530193,0.0009113555,0.5863555875,0.1530067041,0.4182623648,0.6813189844,0.2238465785,0.070257789,0.3757337597,0.7768291202,0.361344513,0.484788504,0.3823886155,0.9824493243,0.0520470957,0.2682757718,0.7693955433,0.2313887817,0.0127323493,0.9467166685,0.5029997691,0.4816626427,0.7164105386,0.1133372136,0.5415411876,0.0768966214,0.7518621082,0.2278311984,0.5793564124,0.4012473929,0.8760723267,0.8228094322,0.4021587488,0.4624279141,0.9758161362,0.8204211136,0.1437468985,0.1996627147,0.8906789026,0.5194806582,0.976491835,0.2520234156,0.0042691627,0.3588804509,0.2344727404,0.0563162584,0.6271562227,0.0038682837,0.2877050401,0.639888572,0.9505849523,0.7907048091,0.1215512147,0.6669954909,0.9040420232,0.6630924027,0.7438921123,0.6559041315,0.8909236011,0.3232485247,0.0571515248,0.7669959278,0.1460579569,0.4593102736,0.2294238424,0.1218740931,0.2797313873,0.3731707409,0.3215368083,0.1704102899,0.8926513996,0.2980286432,0.4224337055,0.8969205623,0.6569090942,0.656906446,0.9532368206
22,0.6607747297,0.2409418607,0.9239538894,0.6113596819,0.0316466698,0.0455051046,0.2783551728,0.9356886931,0.7085975073,0.0222472851,0.591592825,0.5995211084,0.3454958103,0.6487443498,0.3665170367,0.4915537671,0.1080546235,0.5959408791,0.6134278607,0.3877860107,0.96911162,0.9349646689,0.5581963006,0.8617630196,0.2329933122,0.9806300062,0.7586835818,0.8899024068,0.6375364526,0.7119204025,0.1739677242,0.2983111823,0.9528622632,0.0979216136,0.9096708647,0.9845089335,0.1434267182,0.1880260375,0.9201976266,0.8520242255,0.2102733231,0.5117904516,0.4515453344,0.5557691334,0.1605348014,0.8180623711,0.0473229005,0.2685894249,0.4140032502,0.6607507612,0.6563754356,0.3831148702,0.5957154301,0.2145717363,0.2448778902,0.8287087427,0.1952017429,0.0035614721,0.7186111496,0.8327381955,0.715481875,0.8925788738,0.1310493778,0.6683441382,0.9905004874,0.0407202425,0.6528530717,0.133927206,0.2287462805,0.5730506987,0.9859514316,0.4390196037,0.0848411503,0.437496766,0.994788737,0.2453759522,0.2555591371,0.0421116375,0.5139653771,0.6695623873,0.7028623992,0.1703408132,0.0526772579,0.2985778293,0.3849125495,0.2975551481,0.127286572,0.5801142924,0.3011166202,0.8458977216,0.412852488,0.0165984952,0.7384765954,0.5439018663,0.6849426338,0.7289770832,0.5846221088,0.3377957055,0.8629042893,0.8133683894
23,0.8488557208,0.252387993,0.9956875551,0.2863524873,0.2471767301,0.2410635073,0.5419116244,0.2892883681,0.7550288844,0.2114740121,0.9921507672,0.9253696976,0.26415127,0.2907285965,0.3102822476,0.5617064182,0.418015169,0.8903965401,0.8628230384,0.2639128906,0.3032490285,0.879421534,0.0023894864,0.8471508948,0.5643641679,0.7313665696,0.4317730037,0.9021598734,0.5942708589,0.2451413935,0.8130062781,0.4431265797,0.4975293865,0.8086938332,0.729479067,0.7447061171,0.0497573405,0.2713906919,0.0339944852,0.8047862248,0.482864704,0.0261452524,0.7301559229,0.747015974,0.3168738489,0.0404381705,0.3087223922,0.7348890179,0.9308347106,0.1715454306,0.9988019089,0.2340837391,0.0509669646,0.0011913953,0.0812346339,0.6153311324,0.732557965,0.513007638,0.5174910063,0.3268288239,0.7581490315,0.3304972844,0.7699554036,0.2556784181,0.1391911176,0.4994344711,0.0003845352,0.1889484581,0.770825163,0.0343790203,0.9937346829,0.253689867,0.0605242727,0.7238906058,0.000705841,0.3773981221,0.7643287764,0.3094282332,0.11228714,0.6951634875,0.4809736637,0.1110890489,0.9292472266,0.5319406288,0.1122804442,0.010481861,0.1472717612,0.8448384092,0.523489499,0.6647627675,0.1716672331,0.2816385305,0.9952600519,0.9416226372,0.5373169486,0.1344511695,0.4410571083,0.5377014843,0.3233996276,0.2118822713
24,0.317134311,0.4655721383,0.6326047778,0.0410249168,0.4662779793,0.0100028999,0.8053536937,0.7757062125,0.1222900399,0.5005171811,0.2566798762,0.2333790893,0.4297644077,0.788620505,0.3456595335,0.4402462686,0.9358922667,0.1904979432,0.9637357676,0.6006550342,0.3621651763,0.2453742982,0.5959150866,0.3037878135,0.7826912473,0.7303662561,0.7448449219,0.3203927316,0.0537658841,0.9567271932,0.8924732362,0.3709001951,0.4222993315,0.525078014,0.4119251119,0.8885773108,0.5350809139,0.2172788056,0.6642835233,0.6573709543,0.7177959867,0.9209634,0.8907500436,0.1475603948,0.7095839051,0.2364095771,0.5878066635,0.6454761717,0.4269075203,0.5515424316,0.2461312064,0.7890726971,0.7969167298,0.842046293,0.0928605106,0.5796079771,0.5724125491,0.8377054329,0.9000007086,0.6261784332,0.7944326261,0.7924739453,0.9970786283,0.2167319581,0.3175519593,0.4090037406,0.1053092689,0.8526328737,0.6262825462,0.7695927927,0.510003828,0.3440785334,0.6905561928,0.4007538715,0.4916389282,0.4001400978,0.6371634486,0.0794455917,0.04561627,0.0640709694,0.6309880232,0.2917474764,0.8531436664,0.4279047535,0.1337937694,0.946004177,0.0075127305,0.7062063185,0.7837096099,0.9075134397,0.3323847521,0.5781422365,0.699987385,0.3294633804,0.7948741945,0.0175393443,0.738467121,0.9001834635,0.870172218,0.3647496677
25,0.3801760459,0.7088282011,0.360332449,0.7809299175,0.2004671292,0.7604725473,0.4180933665,0.2799127209,0.8060888173,0.4821643359,0.9109007446,0.0978362937,0.3353080023,0.3388054981,0.2316300632,0.2813121793,0.3463182286,0.9378363816,0.0650217896,0.2538316683,0.2702211337,0.6431640261,0.9538190532,0.5996845146,0.4380382206,0.971358398,0.3381516356,0.3382216841,0.8415306159,0.7029013033,0.0079979408,0.2217066623,0.4117295044,0.3683303897,0.0026365798,0.6121966336,0.128802937,0.4207299463,0.892109355,0.9348917543,0.9028942822,0.8030100996,0.032728048,0.2382022846,0.1418155977,0.2643581112,0.5195144643,0.4881338263,0.2021944933,0.5845362539,0.741965495,0.472415627,0.22770028,0.6957845483,0.0721001416,0.6657385007,0.6671429463,0.4102517776,0.0039601848,0.5086735627,0.1131530809,0.0119581255,0.730380225,0.5248825857,0.3802885157,0.7330168048,0.1370792193,0.5090914527,0.1537467516,0.0291885743,0.4439832075,0.0566410339,0.8321986739,0.4767112555,0.2948433189,0.9740142715,0.7410693672,0.8143577832,0.4621480983,0.9432638604,0.3988940371,0.2041135933,0.4156794874,0.6265943171,0.8998981416,0.4877796294,0.2923328178,0.5670410884,0.898031407,0.2962930026,0.075714651,0.011184488,0.3082511285,0.806094876,0.5360670737,0.6885396442,0.5391116808,0.6731462935,0.1976310969,0.6928584324
26,0.6416143044,0.7494994667,0.5345335421,0.1183255604,0.0443427856,0.5085478136,0.8593949275,0.8587005688,0.9706959119,0.8026587879,0.2575946059,0.1748095052,0.2183382753,0.8841889231,0.0747076473,0.7061179047,0.1765217409,0.6417487357,0.6041493118,0.4728147434,0.7174633867,0.6153338002,0.7810658719,0.5235582627,0.1514008739,0.4696055162,0.0626699436,0.8245471674,0.6672366136,0.7555283764,0.5268820357,0.308850918,0.5050278432,0.0614155778,0.4271764783,0.5493706288,0.5699633914,0.2865714058,0.4080711976,0.5406593038,0.0892301938,0.6656658035,0.715468809,0.3075684696,0.5498547265,0.7901764563,0.0136863743,0.7263764674,0.431925192,0.6178356865,0.1991912108,0.1493885787,0.2331694867,0.9802570832,0.6729468415,0.3845703606,0.4498625994,0.7356167855,0.2091175285,0.1170992129,0.4911451619,0.7359995642,0.4259501314,0.9961730051,0.7974151419,0.8531266097,0.5455436339,0.3673785334,0.139698016,0.9536148314,0.9080378371,0.2289282097,0.6192806349,0.6235066466,0.5364966793,0.1691353614,0.4136831029,0.5501830541,0.8955118288,0.8456082954,0.1680187406,0.0947030396,0.9949968741,0.4011882273,0.0749601228,0.667943716,0.785758588,0.5248227227,0.4035605015,0.9948761165,0.6419219356,0.8947056634,0.7308756807,0.067872067,0.8908786685,0.5282908226,0.9209986771,0.4364223024,0.8956693565,0.0606966931
27,0.8037071936,0.2896249029,0.0093177687,0.4272138402,0.8261215826,0.1784531302,0.8408969436,0.3763046367,0.073964959,0.686505239,0.5443233773,0.1686679986,0.6815021131,0.9455116047,0.2436281219,0.3494458292,0.7312701927,0.7684508446,0.7530063307,0.7261463096,0.4103727802,0.6477119941,0.4570219903,0.4782448476,0.5385906626,0.9853128134,0.3992435248,0.975012965,0.8809821699,0.4599402179,0.3650500989,0.6846893635,0.7495651208,0.3743678676,0.1119032041,0.5756867034,0.5528209978,0.9528001477,0.9519913401,0.6267859568,0.6393053867,0.4963147175,0.7954539559,0.3208074998,0.4418263221,0.0390820778,0.6702533294,0.1730965152,0.8075329224,0.4232596601,0.8992428249,0.2179057025,0.0709716547,0.3562648152,0.6961505502,0.6095623174,0.3415776286,0.0953940749,0.5845752829,0.2225597985,0.5553342928,0.9496253817,0.9072491624,0.3048994141,0.3239932498,0.0191523666,0.8805861175,0.8768142476,0.9719525143,0.8325774581,0.5036002048,0.6112579009,0.3288921756,0.2990541607,0.9320654008,0.7707184982,0.3381362385,0.6023187302,0.9438150134,0.1456691609,0.0255783908,0.8430578383,0.3635748634,0.0965500455,0.1993226535,0.059725414,0.7061123629,0.5409002826,0.1551194889,0.2906876458,0.7634600811,0.7104537822,0.240313028,0.6707092435,0.0153531963,0.5643062778,0.6898616101,0.8959393138,0.4411205254,0.6618141243
28,0.9447207302,0.2730720253,0.057408948,0.2437748909,0.2051374265,0.8281274461,0.5819111294,0.8074561567,0.7719424595,0.7275802903,0.8330345475,0.6150002978,0.0911551542,0.929584593,0.8143229512,0.1508805682,0.6356969564,0.3552232338,0.3060000571,0.9263846022,0.1186833153,0.0164538394,0.1666976302,0.7893925589,0.0318070357,0.731003908,0.4792541694,0.9277463499,0.1721244338,0.1410682937,0.6562631219,0.116845164,0.4141403195,0.7136720698,0.3606200553,0.619277746,0.541799516,0.9425311848,0.4267339027,0.3137419755,0.6701114755,0.2597684506,0.9287422732,0.7612666297,0.1893530437,0.743065225,0.9121471979,0.8250500001,0.0982884588,0.218147255,0.7514346028,0.2169717741,0.2346010949,0.918132233,0.0063643334,0.2664081305,0.6491361414,0.4856185028,0.1941544805,0.8212605752,0.6266867965,0.8504176028,0.9381057392,0.040827116,0.5640896726,0.2987257945,0.6601048619,0.1058891891,0.2412569798,0.0868387651,0.4196311645,0.9113684553,0.3466072157,0.3483734382,0.6726350849,0.5359602594,0.0914386632,0.5847822828,0.3610102599,0.189727122,0.8029295378,0.1124448627,0.4066988965,0.0375306327,0.0305770957,0.41306323,0.3039387637,0.6797132371,0.8986817328,0.4980932442,0.5009738123,0.5253685294,0.348510847,0.439079552,0.5661956458,0.9126005201,0.7378053465,0.2263005078,0.0184897091,0.9790623263
29,0.4381208736,0.8904307815,0.6597464886,0.7864943119,0.5630658665,0.1957067484,0.8779329751,0.1478481493,0.5567170084,0.0676600975,0.9507776876,0.6691618711,0.474358994,0.9883083203,0.6997389668,0.887422224,0.292247084,0.3794522043,0.7861039569,0.7903403286,0.8804260166,0.3114724862,0.1388511756,0.3195055686,0.8776681321,0.0514516956,0.0573109156,0.1039686403,0.0699414047,0.0363732418,0.4171079132,0.5080622789,0.9268040238,0.0768544022,0.2945565907,0.4898698903,0.2725611506,0.1724895663,0.63771804,0.829278159,0.2401496638,0.5884957276,0.49844003,0.7145086578,0.5768040479,0.1981789968,0.6019308819,0.8690511324,0.5776312011,0.3880348387,0.6593914609,0.4580572182,0.699507325,0.7982426365,0.7775627868,0.5771754575,0.8496943326,0.8348737024,0.6811440978,0.9196357373,0.8712469446,0.098252011,0.4276980162,0.7980509684,0.1751064132,0.7222546074,0.2879208587,0.4476675638,0.8947441736,0.9256388987,0.2769457228,0.1348938374,0.5141346264,0.7753857528,0.8494024952,0.0909386748,0.97356475,0.451333377,0.9599898071,0.5511959512,0.8393682158,0.619381268,0.0092531694,0.5388755407,0.4176239045,0.7868159567,0.1160509982,0.2673182371,0.6216896591,0.797195096,0.1869539749,0.4929366037,0.8954471075,0.6146519911,0.2909875722,0.0705535207,0.3369065984,0.5789084313,0.518221085,0.231650772
